id,chunk,location,center,x,state,y,geo
996881631,10,Rolling Hills Estates,"-78.6177,35.656",1088,NC,64,10
997759470,10,Raleigh,"-78.6546,35.7425",1088,NC,128,10
999919945,10,Dare County,"-75.5223,35.2593",1088,NC,192,10
1009102506,10,Raleigh,"-78.6478,35.7929",1088,NC,256,10
1010147119,10,Ahoskie,"-77.0026,36.2865",1088,NC,320,10
1011965339,10,Whiteville,"-78.7134,34.3265",1088,NC,384,10
1013893664,10,Eden,"-79.7235,36.5075",1088,NC,448,10
1014922517,10,Apex,"-78.9113,35.7013",1088,NC,512,10
1015707162,10,Belhaven,"-76.6208,35.5434",1088,NC,576,10
1019256638,10,Orange County,"-79.2292,36.0029",1088,NC,640,10
1019713116,10,Charlotte,"-80.8093,35.1957",1088,NC,704,10
1020010813,10,Raleigh,"-78.531,35.8624",1088,NC,768,10
1022555336,10,Orange County,"-79.2422,36.0065",1088,NC,832,10
1022989660,10,Raleigh,"-78.6318,35.8456",1088,NC,896,10
1022995067,10,Rowan County,"-80.5809,35.6163",1088,NC,960,10
1024128230,10,Charlotte,"-80.7977,35.1113",1088,NC,1024,10
1024406893,10,Charlotte,"-80.7457,35.3903",0,NC,1088,10
1024621847,10,Charlotte,"-80.815,35.1538",64,NC,1088,10
1025303837,10,Charlotte,"-80.8534,35.1141",128,NC,1088,10
1030105324,10,Polkton,"-80.1789,34.9874",192,NC,1088,10
1030105343,10,Polkton,"-80.1811,34.9853",256,NC,1088,10
1030150354,10,Polkton,"-80.1838,34.9872",320,NC,1088,10
1030150355,10,Polkton,"-80.1849,34.9869",384,NC,1088,10
1030150381,10,Polkton,"-80.1789,34.9908",448,NC,1088,10
1032934633,10,Cullowhee,"-83.1754,35.3213",512,NC,1088,10
1037235243,10,Charlotte,"-80.843,35.0273",576,NC,1088,10
1037235265,10,Charlotte,"-80.8405,35.0283",640,NC,1088,10
1039137935,10,Charlotte,"-80.8043,35.0858",704,NC,1088,10
1041441387,10,Raleigh,"-78.7133,35.8748",768,NC,1088,10
1042071720,10,Clemmons,"-80.3822,36.0678",832,NC,1088,10
1042080146,10,Wilson,"-78.0086,35.756",896,NC,1088,10
1042494559,10,Davidson,"-80.8244,35.4747",960,NC,1088,10
1044283148,10,Cumberland County,"-78.7082,35.1575",1024,NC,1088,10
1044603927,10,Pierces Crossroads,"-77.6219,36.3469",1088,NC,1088,10
1045525079,10,Raeford,"-79.2171,34.9879",1152,NC,0,10
1047620242,10,Wilson County,"-78.0208,35.768",1152,NC,64,10
1050004748,10,Charlotte,"-80.7253,35.3109",1152,NC,128,10
1051326743,10,Indian Trail,"-80.6088,35.088",1152,NC,192,10
1051865711,10,Charlotte,"-80.7354,35.3086",1152,NC,256,10
1054518118,10,Raleigh,"-78.5807,35.7814",1152,NC,320,10
1054791880,10,Salisbury,"-80.4609,35.6647",1152,NC,384,10
1054800749,10,Salisbury,"-80.472,35.6611",1152,NC,448,10
1054806720,10,Salisbury,"-80.47,35.6565",1152,NC,512,10
1057055727,10,Charlotte,"-80.7261,35.316",1152,NC,576,10
1059608268,10,Snow Hill,"-77.6857,35.4549",1152,NC,640,10
1059941424,10,Charlotte,"-80.8386,35.2134",1152,NC,704,10
1060166774,10,Durham,"-78.9541,35.923",1152,NC,768,10
1061254680,10,Kannapolis,"-80.6365,35.4426",1152,NC,832,10
1061256614,10,Lexington,"-80.2625,35.8039",1152,NC,896,10
1066212353,10,Durham,"-78.8931,35.9",1152,NC,960,10
1068617462,10,Raeford,"-79.2478,34.9849",1152,NC,1024,10
1070391275,10,Raeford,"-79.2052,34.976",1152,NC,1088,10
1071800381,10,Matthews,"-80.7124,35.1142",0,NC,1152,10
1071982945,10,Franklin,"-83.3894,35.1797",64,NC,1152,10
1072475539,10,Huntersville,"-80.866,35.3958",128,NC,1152,10
1073151311,10,Saratoga,"-77.7747,35.6496",192,NC,1152,10
1073212028,10,Charlotte,"-80.807,35.0876",256,NC,1152,10
1073459313,10,Southmont,"-80.2692,35.6649",320,NC,1152,10
1073696721,10,Fayetteville,"-78.9482,35.0358",384,NC,1152,10
1073929305,10,Wrightsville Beach,"-77.8122,34.1889",448,NC,1152,10
1075154790,10,Wrightsville Beach,"-77.8044,34.2147",512,NC,1152,10
1076140225,10,Boone,"-81.6545,36.2044",576,NC,1152,10
1077969866,10,Raleigh,"-78.7194,35.8864",640,NC,1152,10
1078650545,10,Raeford,"-79.0868,34.9959",704,NC,1152,10
1078826653,10,Raeford,"-79.2265,34.985",768,NC,1152,10
1082604798,10,Hamlet,"-79.7032,34.8791",832,NC,1152,10
1083794529,10,Hoke County,"-79.1537,34.9931",896,NC,1152,10
1084300983,10,New Hanover County,"-77.9175,33.9801",960,NC,1152,10
1085452448,10,Hendersonville,"-82.4344,35.3497",1024,NC,1152,10
1086110297,10,Tuxedo,"-82.4266,35.2215",1088,NC,1152,10
1086440651,10,Hoke County,"-79.1702,35.0054",1152,NC,1152,10
1086566742,10,Craven County,"-76.966,35.0665",1216,NC,0,10
1086568534,10,Atlantic Beach,"-76.7515,34.7006",1216,NC,64,10
1087618336,10,Randolph County,"-79.9246,35.8889",1216,NC,128,10
1087618460,10,Archdale,"-79.9331,35.8925",1216,NC,192,10
1088052984,10,North Topsail Beach,"-77.4128,34.4966",1216,NC,256,10
1088079405,10,Jacksonville,"-77.397,34.7553",1216,NC,320,10
1092246059,10,Hatteras,"-75.6959,35.2139",1216,NC,384,10
1093208984,10,Charlotte,"-80.775,35.3103",1216,NC,448,10
1093436329,10,Topsail Beach,"-77.6348,34.3621",1216,NC,512,10
1093681434,10,Huntersville,"-80.8473,35.4121",1216,NC,576,10
1095287869,10,Charlotte,"-80.7539,35.319",1216,NC,640,10
1096452304,10,Boone,"-81.7053,36.2087",1216,NC,704,10
1097402396,10,McDowell County,"-81.9734,35.8934",1216,NC,768,10
1098417560,10,Morehead City,"-76.7316,34.7359",1216,NC,832,10
1103538238,10,Forsyth County,"-80.4108,35.9955",1216,NC,896,10
1103575360,10,Asheville,"-82.5623,35.5981",1216,NC,960,10
1103708141,10,Charlotte,"-80.8797,35.2524",1216,NC,1024,10
1105068886,10,Dare County,"-75.5501,35.2594",1216,NC,1088,10
1107231082,10,Newport,"-77.003,34.7018",1216,NC,1152,10
1107395168,10,Wilmington,"-77.8639,34.1815",0,NC,1216,10
1114715486,10,Marine Corps Base Camp Lejeune,"-77.3665,34.5849",64,NC,1216,10
1114715491,10,Marine Corps Base Camp Lejeune,"-77.3597,34.5851",128,NC,1216,10
1114715493,10,Marine Corps Base Camp Lejeune,"-77.3594,34.5865",192,NC,1216,10
1115316862,10,Painttown Community ᎠᏂᏬᏘ,"-83.2873,35.4703",256,NC,1216,10
1116574112,10,Clayton,"-78.464,35.6592",320,NC,1216,10
1118419698,10,Butner,"-78.8143,36.1375",384,NC,1216,10
1118502887,10,Mill Creek,"-76.7494,34.7747",448,NC,1216,10
1118935557,10,Old Fort,"-82.1989,35.62",512,NC,1216,10
1120247273,10,Rowland,"-79.2926,34.5321",576,NC,1216,10
1121081665,10,Cary,"-78.7747,35.7587",640,NC,1216,10
1121556778,10,Mineral Springs,"-80.719,34.9431",704,NC,1216,10
1122038204,10,Elizabeth City,"-76.2544,36.3079",768,NC,1216,10
1123759447,10,New Bern,"-77.0499,35.1101",832,NC,1216,10
1123996282,10,Kannapolis,"-80.6149,35.4613",896,NC,1216,10
1124293093,10,River Bend,"-77.1492,35.071",960,NC,1216,10
1125065050,10,Jacksonville,"-77.4386,34.794",1024,NC,1216,10
1125522256,10,Greenville,"-77.3286,35.5987",1088,NC,1216,10
1125700468,10,Hightowers,"-79.2379,36.3293",1152,NC,1216,10
1126120467,10,Greensboro,"-79.8444,36.0848",1216,NC,1216,10
1126120488,10,Greensboro,"-79.8705,36.1078",1280,NC,0,10
1126124482,10,Greensboro,"-79.8373,36.1481",1280,NC,64,10
1130724284,10,Jacksonville,"-77.3222,34.6603",1280,NC,128,10
1130724285,10,Jacksonville,"-77.3206,34.6613",1280,NC,192,10
1133890514,10,Apex,"-78.8653,35.7154",1280,NC,256,10
1134657895,10,Greensboro,"-79.8423,36.1497",1280,NC,320,10
1135254283,10,Asheville,"-82.5845,35.5834",1280,NC,384,10
1138356406,10,Yanceyville,"-79.3467,36.4338",1280,NC,448,10
1138409394,10,Yanceyville,"-79.3421,36.4193",1280,NC,512,10
1139078042,10,Cary,"-78.7716,35.7883",1280,NC,576,10
1145706359,10,Scotts,"-77.9951,35.6842",1280,NC,640,10
1148048604,10,Lamms Crossroads,"-78.0312,35.6757",1280,NC,704,10
1150510588,10,Wolftown Community ᏩᏲᎯ,"-83.2721,35.4648",1280,NC,768,10
1150847523,10,Birdtown Community ᏥᏍᏉᎯ,"-83.3883,35.4525",1280,NC,832,10
1154655026,10,Raleigh,"-78.6917,35.8358",1280,NC,896,10
1154757402,10,Stanly County,"-80.1314,35.4531",1280,NC,960,10
1155347991,10,Marine Corps Base Camp Lejeune,"-77.4493,34.5867",1280,NC,1024,10
1159085769,10,Raleigh,"-78.7014,35.8124",1280,NC,1088,10
1159698251,10,Dysartsville,"-81.8811,35.5875",1280,NC,1152,10
1162305815,10,Corolla,"-75.824,36.3713",1280,NC,1216,10
1163966935,10,Raleigh,"-78.69,35.7471",0,NC,1280,10
1164523986,10,Franklin,"-80.6299,36.4893",64,NC,1280,10
1169759491,10,Reidsville,"-79.6834,36.2942",128,NC,1280,10
1170420668,10,Gastonia,"-81.1625,35.2812",192,NC,1280,10
1171026240,10,Bohaynee,"-82.9989,35.059",256,NC,1280,10
1173091166,10,Buncombe County,"-82.6679,35.569",320,NC,1280,10
1174477579,10,Charlotte,"-80.845,35.1844",384,NC,1280,10
1178002190,10,Southport,"-78.0247,33.9246",448,NC,1280,10
1178613726,10,Brunswick County,"-78.2221,33.9316",512,NC,1280,10
1180469572,10,Raeford,"-79.2388,34.993",576,NC,1280,10
1180562451,10,Dublin,"-78.7199,34.6557",640,NC,1280,10
1181400945,10,Raleigh,"-78.7003,35.8257",704,NC,1280,10
1191919140,10,Raleigh,"-78.5325,35.7353",768,NC,1280,10
1196916458,10,Raleigh,"-78.6384,35.7937",832,NC,1280,10
1199653111,10,Charlotte,"-80.8561,35.1977",896,NC,1280,10
1202363886,10,Carrboro,"-79.0838,35.8936",960,NC,1280,10
1202988597,10,Jacksonville,"-77.3387,34.678",1024,NC,1280,10
1202988599,10,Jacksonville,"-77.3362,34.6481",1088,NC,1280,10
1202988605,10,Jacksonville,"-77.3376,34.648",1152,NC,1280,10
1202988608,10,Jacksonville,"-77.337,34.6785",1216,NC,1280,10
1203975214,10,Cabarrus County,"-80.5525,35.3272",1280,NC,1280,10
1204255809,10,Marvin,"-80.8143,35.0124",1344,NC,0,10
1204336561,10,Winston-Salem,"-80.2655,36.0952",1344,NC,64,10
1205877886,10,Durham,"-78.9083,35.9314",1344,NC,128,10
1205879491,10,Durham,"-78.9078,35.933",1344,NC,192,10
1207272971,10,Chapel Hill,"-79.0527,35.9182",1344,NC,256,10
1208209817,10,Marvin,"-80.8078,35.0006",1344,NC,320,10
1208651787,10,Craven County,"-76.7578,34.8771",1344,NC,384,10
1208653588,10,Carteret County,"-76.8249,34.7289",1344,NC,448,10
1208654341,10,Pine Knoll Shores,"-76.8492,34.6925",1344,NC,512,10
1208654505,10,Beaufort,"-76.654,34.7158",1344,NC,576,10
1210059877,10,DeHart Mill,"-83.4882,35.3884",1344,NC,640,10
1212548232,10,Apex,"-78.8174,35.7209",1344,NC,704,10
1212889857,10,Charlotte,"-80.9494,35.3439",1344,NC,768,10
1214241809,10,Charlotte,"-80.8132,35.1668",1344,NC,832,10
1215157670,10,Charlotte,"-80.8086,35.1682",1344,NC,896,10
1217843879,10,Jackson County,"-83.0582,35.1253",1344,NC,960,10
1218592542,10,Dare County,"-75.6812,35.9192",1344,NC,1024,10
1219546368,10,Mount Ulla,"-80.7164,35.6649",1344,NC,1088,10
1219639463,10,Cary,"-78.7705,35.7779",1344,NC,1152,10
1219652105,10,Carrboro,"-79.0682,35.9148",1344,NC,1216,10
1219894455,10,Apex,"-78.9332,35.6894",1344,NC,1280,10
1220580403,10,Vanceboro,"-77.1518,35.2987",0,NC,1344,10
1221435896,10,Cary,"-78.7913,35.8006",64,NC,1344,10
1222352305,10,Cherryville,"-81.3758,35.3734",128,NC,1344,10
1222555030,10,Cherryville,"-81.3694,35.3796",192,NC,1344,10
1223097638,10,Morrisville,"-78.8412,35.8507",256,NC,1344,10
1223098112,10,Pinetops,"-77.6473,35.7899",320,NC,1344,10
1223213146,10,Vanceboro,"-77.1466,35.3082",384,NC,1344,10
1223266178,10,Mint Hill,"-80.6498,35.1798",448,NC,1344,10
1223303153,10,Apex,"-78.8489,35.7591",512,NC,1344,10
1223542108,10,Lowell,"-81.1056,35.2618",576,NC,1344,10
1223568353,10,Mooresville,"-80.8818,35.5904",640,NC,1344,10
1224506712,10,Dover,"-77.4411,35.2182",704,NC,1344,10
1227449164,10,Rutherford County,"-81.8175,35.3109",768,NC,1344,10
1227768325,10,Greensboro,"-79.898,35.9944",832,NC,1344,10
1227916231,10,Charlotte,"-80.8227,35.2308",896,NC,1344,10
1228006708,10,Kinderton Village,"-80.4338,36.0141",960,NC,1344,10
1229465857,10,Lumberton,"-79.023,34.6121",1024,NC,1344,10
1229980214,10,Edgecombe County,"-77.631,35.786",1088,NC,1344,10
1230332434,10,Rutherfordton,"-81.9555,35.3694",1152,NC,1344,10
1230404210,10,Marion,"-82.0115,35.6866",1216,NC,1344,10
1230462521,10,Raleigh,"-78.6486,35.7735",1280,NC,1344,10
1233416804,10,Brevard,"-82.743,35.2339",1344,NC,1344,10
1235730724,10,West Jefferson,"-81.4945,36.3999",1408,NC,0,10
1235771270,10,Asheboro,"-79.8186,35.7015",1408,NC,64,10
1236678947,10,Wilson,"-77.9233,35.7269",1408,NC,128,10
1236679243,10,Wilson,"-77.9278,35.7277",1408,NC,192,10
1236682494,10,Wilson,"-77.9061,35.718",1408,NC,256,10
1236683376,10,Wilson,"-77.8985,35.7153",1408,NC,320,10
1236902346,10,East Laport,"-83.1466,35.2978",1408,NC,384,10
1238128699,10,Lewisville,"-80.388,36.102",1408,NC,448,10
1238178965,10,High Point,"-80.0007,35.9614",1408,NC,512,10
1238873199,10,Weldon,"-77.6155,36.4278",1408,NC,576,10
1239703211,10,Youngsville,"-78.4843,36.0226",1408,NC,640,10
1240250406,10,Charlotte,"-80.816,35.1676",1408,NC,704,10
1240898344,10,Charlotte,"-80.8133,35.2363",1408,NC,768,10
1241222019,10,Charlotte,"-80.8204,35.2224",1408,NC,832,10
1243334996,10,Knightdale,"-78.495,35.7903",1408,NC,896,10
1243550918,10,Charlotte,"-80.8612,35.1466",1408,NC,960,10
1245278335,10,Rhodhiss,"-81.4293,35.7499",1408,NC,1024,10
1246136213,10,Raleigh,"-78.698,35.8299",1408,NC,1088,10
1246136218,10,Raleigh,"-78.6985,35.8311",1408,NC,1152,10
1246223166,10,Charlotte,"-80.8385,35.1993",1408,NC,1216,10
1247055137,10,Hubert,"-77.2535,34.7122",1408,NC,1280,10
1247688248,10,Raeford,"-79.2156,34.9299",1408,NC,1344,10
1247724940,10,Asheboro,"-79.8031,35.7117",0,NC,1408,10
1248332150,10,Charlotte,"-80.8331,35.1686",64,NC,1408,10
1251277662,10,Havelock,"-76.9044,34.898",128,NC,1408,10
1251303833,10,Charlotte,"-80.6864,35.2203",192,NC,1408,10
1252702316,10,Charlotte,"-80.8415,35.2202",256,NC,1408,10
1252736899,10,Valley Creek,"-81.7955,36.1438",320,NC,1408,10
1253338617,10,Cedar Rock,"-81.4683,35.9484",384,NC,1408,10
1254591787,10,Stanley,"-81.0942,35.3614",448,NC,1408,10
1254632270,10,Stanley,"-81.0942,35.3683",512,NC,1408,10
1256691975,10,Charlotte,"-80.8906,35.1109",576,NC,1408,10
1256979332,10,Greensboro,"-79.8552,36.0952",640,NC,1408,10
1262258958,10,Bethel,"-77.3919,35.804",704,NC,1408,10
1262556484,10,Columbia,"-76.2506,35.9183",768,NC,1408,10
1263055523,10,Statesville,"-80.8761,35.7647",832,NC,1408,10
1263729210,10,Statesville,"-80.8558,35.7749",896,NC,1408,10
1264133457,10,Oak Hill,"-81.4166,35.9041",960,NC,1408,10
1264232660,10,Hickory,"-81.3611,35.733",1024,NC,1408,10
1264569442,10,Wilmington,"-77.8853,34.2073",1088,NC,1408,10
1264582863,10,Linville,"-81.8716,36.0653",1152,NC,1408,10
1265706685,10,Sanford,"-79.1781,35.463",1216,NC,1408,10
1266174524,10,Columbia,"-76.2465,35.9175",1280,NC,1408,10
1266215226,10,Biscoe,"-79.7857,35.3568",1344,NC,1408,10
1266242627,10,Randolph County,"-79.7047,35.7081",1408,NC,1408,10
1266263462,10,Guilford County,"-79.6167,35.9325",1472,NC,0,10
1266500930,10,Altamahaw,"-79.503,36.1872",1472,NC,64,10
1266629283,10,Mint Hill,"-80.687,35.14",1472,NC,128,10
1266787224,10,Siler City,"-79.4544,35.7354",1472,NC,192,10
1266846275,10,Pollocksville,"-77.226,35.0049",1472,NC,256,10
1267286329,10,Mountain Park,"-80.8531,36.3724",1472,NC,320,10
1268149131,10,Mint Hill,"-80.7131,35.1829",1472,NC,384,10
1268547312,10,Boiling Spring Lakes,"-78.0481,34.0077",1472,NC,448,10
1268822467,10,Goldsboro,"-77.9588,35.355",1472,NC,512,10
1268830648,10,Clemmons,"-80.3751,36.0652",1472,NC,576,10
1270145787,10,Ocean Isle Beach,"-78.4365,33.8885",1472,NC,640,10
1270241243,10,Lawsonville,"-80.2338,36.4901",1472,NC,704,10
1271443012,10,Maysville,"-77.2275,34.9021",1472,NC,768,10
1271933440,10,Greensboro,"-79.7121,36.1541",1472,NC,832,10
1272054150,10,Charlotte,"-80.7147,35.2301",1472,NC,896,10
1272393083,10,Jacksonville,"-77.424,34.7578",1472,NC,960,10
1272430144,10,Eden,"-79.7393,36.5055",1472,NC,1024,10
1272542231,10,Locust,"-80.421,35.2631",1472,NC,1088,10
1273845811,10,Greensboro,"-79.7704,36.0651",1472,NC,1152,10
1274299211,10,Chatham County,"-79.4912,35.7274",1472,NC,1216,10
1274743379,10,Wadesboro,"-80.0591,34.9637",1472,NC,1280,10
1275351698,10,Charlotte,"-80.837,35.0694",1472,NC,1344,10
1276361883,10,Winston-Salem,"-80.2148,36.048",1472,NC,1408,10
1276361886,10,Winston-Salem,"-80.2312,36.0403",0,NC,1472,10
1276514938,10,Andrews,"-83.8256,35.1988",64,NC,1472,10
1278267850,10,Charlotte,"-80.851,35.1468",128,NC,1472,10
1278644157,10,Concord,"-80.675,35.4021",192,NC,1472,10
1279765283,10,Harmony,"-80.7755,35.961",256,NC,1472,10
1280486727,10,Goldsboro,"-77.9642,35.3623",320,NC,1472,10
1280491651,10,Goldsboro,"-77.95,35.3605",384,NC,1472,10
1280696232,10,Green Level,"-79.3466,36.1181",448,NC,1472,10
1281062686,10,Charlotte,"-80.8209,35.1831",512,NC,1472,10
48841594,10,Mandan,"-100.9017,46.8404",576,ND,1472,10
48942180,10,Bismarck,"-100.8119,46.8165",640,ND,1472,10
48946260,10,Bismarck,"-100.7793,46.827",704,ND,1472,10
50240101,10,Mandan,"-100.8808,46.829",768,ND,1472,10
52245656,10,Fargo,"-96.785,46.8712",832,ND,1472,10
85275091,10,Fargo,"-96.7989,46.8953",896,ND,1472,10
96323239,10,Oakes,"-98.0902,46.1381",960,ND,1472,10
121640103,10,Fargo,"-96.7946,46.8875",1024,ND,1472,10
125266550,10,Reed Township,"-96.8015,46.9438",1088,ND,1472,10
126129088,10,Mapleton,"-97.0488,46.8931",1152,ND,1472,10
128240224,10,Fargo,"-96.8066,46.8513",1216,ND,1472,10
128381825,10,Dickinson,"-102.7965,46.901",1280,ND,1472,10
128401630,10,Dickinson,"-102.7937,46.8702",1344,ND,1472,10
129426601,10,Fargo,"-96.7746,46.9165",1408,ND,1472,10
132839524,10,Fargo,"-96.8153,46.8673",1472,ND,1472,10
133182121,10,Fargo,"-96.7902,46.8586",1536,ND,0,10
133683039,10,Fargo,"-96.7929,46.8457",1536,ND,64,10
133895288,10,Fargo,"-96.8064,46.835",1536,ND,128,10
134122927,10,Fargo,"-96.8374,46.8448",1536,ND,192,10
134280607,10,Fargo,"-96.8313,46.8345",1536,ND,256,10
134280641,10,Fargo,"-96.8313,46.8355",1536,ND,320,10
134405019,10,Fargo,"-96.8342,46.8347",1536,ND,384,10
134405039,10,Fargo,"-96.8337,46.8363",1536,ND,448,10
134405043,10,Fargo,"-96.8354,46.8355",1536,ND,512,10
139539862,10,Valley City,"-98.0021,46.9338",1536,ND,576,10
139564667,10,Valley City,"-97.9983,46.9283",1536,ND,640,10
140299752,10,Fargo,"-96.7915,46.9245",1536,ND,704,10
142295505,10,Valley City,"-98.0144,46.9188",1536,ND,768,10
146394659,10,West Fargo,"-96.8721,46.8593",1536,ND,832,10
162013705,10,Fargo,"-96.7756,46.9186",1536,ND,896,10
162241176,10,Fargo,"-96.7859,46.912",1536,ND,960,10
162278117,10,Fargo,"-96.801,46.8974",1536,ND,1024,10
173834846,10,West Fargo,"-96.8711,46.8707",1536,ND,1088,10
176018916,10,Dickinson,"-102.7849,46.8917",1536,ND,1152,10
217158049,10,Fargo,"-96.8055,46.8296",1536,ND,1216,10
218132046,10,West Fargo,"-96.9122,46.8696",1536,ND,1280,10
218132204,10,West Fargo,"-96.9141,46.8681",1536,ND,1344,10
244108829,10,Fargo,"-96.8593,46.8689",1536,ND,1408,10
244171410,10,West Fargo,"-96.8662,46.8739",1536,ND,1472,10
244295506,10,Fargo,"-96.849,46.8531",0,ND,1536,10
244295507,10,Fargo,"-96.8462,46.8531",64,ND,1536,10
244299604,10,Fargo,"-96.8527,46.8514",128,ND,1536,10
244322804,10,Fargo,"-96.8672,46.8561",192,ND,1536,10
244342011,10,West Fargo,"-96.8784,46.8556",256,ND,1536,10
244368837,10,West Fargo,"-96.8776,46.8505",320,ND,1536,10
244445845,10,Fargo,"-96.8154,46.828",384,ND,1536,10
244463902,10,Fargo,"-96.8117,46.822",448,ND,1536,10
244463903,10,Fargo,"-96.8098,46.8186",512,ND,1536,10
244488374,10,Fargo,"-96.8109,46.8165",576,ND,1536,10
244488375,10,Fargo,"-96.8088,46.8179",640,ND,1536,10
244496895,10,Fargo,"-96.8119,46.8157",704,ND,1536,10
244599500,10,Fargo,"-96.8147,46.8056",768,ND,1536,10
244599504,10,Fargo,"-96.8086,46.8052",832,ND,1536,10
244599513,10,Fargo,"-96.8163,46.8048",896,ND,1536,10
244636176,10,Fargo,"-96.8234,46.8225",960,ND,1536,10
244641173,10,Fargo,"-96.8317,46.8299",1024,ND,1536,10
244691831,10,Fargo,"-96.8322,46.8259",1088,ND,1536,10
244727073,10,West Fargo,"-96.8928,46.8675",1152,ND,1536,10
244788979,10,West Fargo,"-96.9015,46.8691",1216,ND,1536,10
244871207,10,West Fargo,"-96.9048,46.8663",1280,ND,1536,10
244904286,10,West Fargo,"-96.8903,46.8602",1344,ND,1536,10
244948292,10,West Fargo,"-96.8931,46.862",1408,ND,1536,10
244963525,10,West Fargo,"-96.8929,46.8528",1472,ND,1536,10
244973380,10,West Fargo,"-96.8955,46.8586",1536,ND,1536,10
244973383,10,West Fargo,"-96.9037,46.8582",1600,ND,0,10
244996352,10,West Fargo,"-96.9024,46.8541",1600,ND,64,10
244996355,10,West Fargo,"-96.8977,46.8534",1600,ND,128,10
244996358,10,West Fargo,"-96.8972,46.8554",1600,ND,192,10
245718548,10,West Fargo,"-96.9174,46.8304",1600,ND,256,10
245747071,10,Medora,"-103.5235,46.9131",1600,ND,320,10
245749966,10,Billings County,"-103.5332,46.9194",1600,ND,384,10
276658741,10,Fargo,"-96.8505,46.8271",1600,ND,448,10
277175253,10,Fargo,"-96.8284,46.8137",1600,ND,512,10
277175254,10,Fargo,"-96.8255,46.8117",1600,ND,576,10
277288479,10,Fargo,"-96.8226,46.8073",1600,ND,640,10
277288481,10,Fargo,"-96.8223,46.8059",1600,ND,704,10
277288483,10,Fargo,"-96.8207,46.8082",1600,ND,768,10
277374265,10,Fargo,"-96.8097,46.7972",1600,ND,832,10
277374272,10,Fargo,"-96.8104,46.7953",1600,ND,896,10
277406560,10,Fargo,"-96.806,46.7935",1600,ND,960,10
277406563,10,Fargo,"-96.8071,46.7944",1600,ND,1024,10
277471360,10,Briarwood,"-96.8001,46.7872",1600,ND,1088,10
277471365,10,Briarwood,"-96.7951,46.7879",1600,ND,1152,10
277483262,10,Horace,"-96.9082,46.7452",1600,ND,1216,10
277740716,10,Kindred,"-97.0113,46.648",1600,ND,1280,10
277740737,10,Kindred,"-97.0098,46.6497",1600,ND,1344,10
283809667,10,Stanley Township,"-96.8347,46.7984",1600,ND,1408,10
284006956,10,Fargo,"-96.8527,46.813",1600,ND,1472,10
284159466,10,Fargo,"-96.8697,46.8063",1600,ND,1536,10
284296337,10,Fargo,"-96.8768,46.8153",0,ND,1600,10
284337301,10,Fargo,"-96.8781,46.8035",64,ND,1600,10
284842389,10,West Fargo,"-96.9015,46.8142",128,ND,1600,10
284939016,10,West Fargo,"-96.9088,46.8249",192,ND,1600,10
286102480,10,Horace,"-96.9072,46.7618",256,ND,1600,10
286297623,10,Fargo,"-96.7935,46.9363",320,ND,1600,10
286607798,10,Reed Township,"-96.8055,46.9629",384,ND,1600,10
286660230,10,Harwood,"-96.8827,46.9819",448,ND,1600,10
286660234,10,Harwood,"-96.8794,46.976",512,ND,1600,10
286756305,10,Harwood,"-96.8918,46.982",576,ND,1600,10
286797881,10,Gardner,"-96.965,47.145",640,ND,1600,10
287078387,10,Hillsboro,"-97.0543,47.4011",704,ND,1600,10
287289028,10,Buxton,"-97.101,47.6025",768,ND,1600,10
287414335,10,Thompson,"-97.1046,47.776",832,ND,1600,10
287733186,10,Mayville,"-97.3371,47.5005",896,ND,1600,10
288196333,10,Hatton,"-97.4552,47.637",960,ND,1600,10
288196344,10,Hatton,"-97.4596,47.6419",1024,ND,1600,10
288399398,10,Watford City,"-103.2736,47.7995",1088,ND,1600,10
288399497,10,Devils Lake,"-98.8682,48.1125",1152,ND,1600,10
288399770,10,Devils Lake,"-98.8444,48.1099",1216,ND,1600,10
288497701,10,Northwood,"-97.5677,47.732",1280,ND,1600,10
288497727,10,Northwood,"-97.5685,47.728",1344,ND,1600,10
288497739,10,Northwood,"-97.5775,47.7345",1408,ND,1600,10
288642370,10,McVille,"-98.178,47.7692",1472,ND,1600,10
343000718,10,Grand Forks,"-97.0432,47.9144",1536,ND,1600,10
367133316,10,Leonard,"-97.2442,46.6513",1600,ND,1600,10
367524066,10,Enderlin,"-97.6018,46.6212",1664,ND,0,10
369280820,10,Wahpeton,"-96.6133,46.273",1664,ND,64,10
369375803,10,Wahpeton,"-96.6032,46.2763",1664,ND,128,10
369433997,10,Wahpeton,"-96.6145,46.2842",1664,ND,192,10
370953353,10,Bismarck,"-100.8047,46.8368",1664,ND,256,10
373785247,10,Dwight Township,"-96.6366,46.2911",1664,ND,320,10
380166293,10,Karlsruhe,"-100.619,48.0913",1664,ND,384,10
383384805,10,Gwinner,"-97.6644,46.2238",1664,ND,448,10
383558344,10,Gwinner,"-97.6566,46.2242",1664,ND,512,10
383772111,10,Gwinner,"-97.6562,46.2272",1664,ND,576,10
384326671,10,Dickey,"-98.4713,46.5355",1664,ND,640,10
388151913,10,Dazey,"-98.2034,47.1891",1664,ND,704,10
408714325,10,Oxbow,"-96.8027,46.6683",1664,ND,768,10
409906055,10,Amenia,"-97.2196,47.0053",1664,ND,832,10
410577735,10,Arthur,"-97.214,47.1026",1664,ND,896,10
422555658,10,Fargo,"-96.8734,46.8274",1664,ND,960,10
