id,chunk,location,color,center,x,state,y,geo
418864568,12,College Station,#5f796d,"-96.3264,30.5943",1536,TX,2688,12
418864590,12,College Station,#a6927e,"-96.3253,30.5946",1600,TX,2688,12
419074620,12,College Station,#756a5e,"-96.2993,30.6181",1664,TX,2688,12
419074731,12,College Station,#ae937e,"-96.3052,30.6296",1728,TX,2688,12
419819429,12,Nacogdoches,#c3bcb6,"-94.6457,31.6182",1792,TX,2688,12
420315263,12,Rosenberg,#6c8f85,"-95.8293,29.5458",1856,TX,2688,12
420318999,12,Alamo Ranch,#384252,"-98.7341,29.4746",1920,TX,2688,12
420584819,12,Galveston,#8d7468,"-94.8734,29.2459",1984,TX,2688,12
420600060,12,College Station,#756961,"-96.3077,30.6265",2048,TX,2688,12
420603104,12,College Station,#c0b7b2,"-96.3018,30.6169",2112,TX,2688,12
420603189,12,College Station,#386360,"-96.2982,30.6121",2176,TX,2688,12
420620880,12,College Station,#907361,"-96.3087,30.6137",2240,TX,2688,12
420851454,12,Galveston,#877943,"-94.7788,29.335",2304,TX,2688,12
421017971,12,San Antonio,#5983ab,"-98.5706,29.5341",2368,TX,2688,12
421017976,12,San Antonio,#474c4b,"-98.5726,29.5348",2432,TX,2688,12
421174849,12,Pasadena,#686e75,"-95.2164,29.6901",2496,TX,2688,12
421293642,12,Pasadena,#6a6e6b,"-95.221,29.6762",2560,TX,2688,12
421339911,12,Pasadena,#677569,"-95.2184,29.6891",2624,TX,2688,12
422031014,12,The Colony,#969691,"-96.8789,33.0981",2688,TX,2688,12
422099634,12,Pasadena,#aca8a0,"-95.2084,29.7129",2752,TX,0,12
422239649,12,Pasadena,#2d3f46,"-95.1857,29.6747",2752,TX,64,12
422928336,12,San Antonio,#729484,"-98.5274,29.414",2752,TX,128,12
422928341,12,San Antonio,#849ab0,"-98.5296,29.4143",2752,TX,192,12
423126936,12,Arlington,#6c9696,"-97.1599,32.7228",2752,TX,256,12
423127872,12,San Antonio,#188bcb,"-98.5181,29.4341",2752,TX,320,12
423132248,12,Arlington,#8f8d94,"-97.1585,32.723",2752,TX,384,12
423422139,12,Deer Park,#7a7b45,"-95.1138,29.6674",2752,TX,448,12
423427558,12,Deer Park,#6c6d41,"-95.1096,29.6803",2752,TX,512,12
423428005,12,Deer Park,#7b784d,"-95.1105,29.678",2752,TX,576,12
423660928,12,McNair,#568e68,"-95.0202,29.8074",2752,TX,640,12
423678015,12,Baytown,#788243,"-94.9577,29.7452",2752,TX,704,12
423745824,12,Corpus Christi,#cbbca6,"-97.4343,27.7632",2752,TX,768,12
423881368,12,Baytown,#7497a1,"-94.9973,29.7336",2752,TX,832,12
423895780,12,Baytown,#6d7853,"-95.0036,29.7254",2752,TX,896,12
423902862,12,Baytown,#7f854e,"-94.9637,29.7267",2752,TX,960,12
424223443,12,Carrollton,#274c82,"-96.8838,32.9765",2752,TX,1024,12
424474514,12,El Paso,#8aacb9,"-106.3999,31.7574",2752,TX,1088,12
424694121,12,Cibolo,#d1d9d9,"-98.2396,29.5742",2752,TX,1152,12
424745481,12,Baytown,#a4a29d,"-94.9825,29.7371",2752,TX,1216,12
424748403,12,Laredo,#5d765d,"-99.4495,27.485",2752,TX,1280,12
424754575,12,Houston,#8b8654,"-95.2768,29.7979",2752,TX,1344,12
425550026,12,Parkway Oaks,#455653,"-95.7929,29.7499",2752,TX,1408,12
425622888,12,Tom Green County,#a4b1c0,"-100.6551,31.6028",2752,TX,1472,12
425638830,12,Cinco Ranch,#bdb5aa,"-95.7688,29.7526",2752,TX,1536,12
425690143,12,Houston,#537862,"-95.3893,29.7302",2752,TX,1600,12
425692741,12,Houston,#343954,"-95.1802,30.0633",2752,TX,1664,12
425803828,12,Rusk,#98a086,"-95.1657,31.8115",2752,TX,1728,12
426704408,12,Houston,#a2768b,"-95.2216,30.0349",2752,TX,1792,12
426720291,12,Montgomery County,#73867a,"-95.3666,30.11",2752,TX,1856,12
426774288,12,Montgomery County,#529cc5,"-95.3362,30.0833",2752,TX,1920,12
427198331,12,Laredo,#bdb19d,"-99.4973,27.5248",2752,TX,1984,12
427336502,12,Addison,#c3c0b8,"-96.8443,32.9417",2752,TX,2048,12
427336503,12,Addison,#73aeae,"-96.848,32.9516",2752,TX,2112,12
427513615,12,Coldspring,#898a8e,"-95.1303,30.593",2752,TX,2176,12
428053240,12,Bacliff,#b0a49b,"-94.9839,29.4969",2752,TX,2240,12
430295586,12,Amarillo,#cdc5ae,"-101.7371,35.2403",2752,TX,2304,12
430295589,12,Amarillo,#cdc2aa,"-101.7376,35.2417",2752,TX,2368,12
430513685,12,Quanah,#5f7883,"-99.7463,34.2957",2752,TX,2432,12
430735276,12,Quanah,#a8ada2,"-99.7387,34.2936",2752,TX,2496,12
434347756,12,League City,#7d9c87,"-95.122,29.4956",2752,TX,2560,12
435143642,12,El Paso,#a7a6ac,"-106.2909,31.7909",2752,TX,2624,12
435322811,12,El Paso,#8690a9,"-106.3357,31.7652",2752,TX,2688,12
436322028,12,El Paso,#cebeb7,"-106.2695,31.7864",0,TX,2752,12
436393822,12,El Paso,#b8b3b6,"-106.2609,31.7748",64,TX,2752,12
436393826,12,El Paso,#c4c1c1,"-106.2625,31.7748",128,TX,2752,12
437519487,12,Houston,#728d86,"-95.5562,29.7457",192,TX,2752,12
438378327,12,Bedford,#d1b195,"-97.1535,32.8509",256,TX,2752,12
438482202,12,Bedford,#7e715b,"-97.1234,32.8406",320,TX,2752,12
438869126,12,El Paso,#afb3ba,"-106.5847,31.867",384,TX,2752,12
438927611,12,Houston,#aaaa88,"-95.3846,29.756",448,TX,2752,12
440021758,12,Amarillo,#b0a395,"-101.9128,35.1837",512,TX,2752,12
441082186,12,Travis County,#416483,"-97.6575,30.4555",576,TX,2752,12
441087711,12,Houston,#425a77,"-95.4303,29.7731",640,TX,2752,12
441166230,12,Austin,#6a6c73,"-97.7022,30.236",704,TX,2752,12
441428239,12,Austin,#788170,"-97.6494,30.393",768,TX,2752,12
442974769,12,Lubbock County,#827a6e,"-101.932,33.4536",832,TX,2752,12
443501626,12,Lubbock,#c0beb0,"-101.9542,33.5423",896,TX,2752,12
444202962,12,Lubbock,#68877d,"-101.8963,33.6088",960,TX,2752,12
444362678,12,Lubbock,#cfcabd,"-101.8844,33.5074",1024,TX,2752,12
444501316,12,Lubbock,#5e6d61,"-101.8855,33.5947",1088,TX,2752,12
445136756,12,Lubbock,#bbad94,"-101.9452,33.5219",1152,TX,2752,12
445391646,12,Lubbock,#45505a,"-101.9146,33.5984",1216,TX,2752,12
445629110,12,Seminole,#7e7b74,"-102.6495,32.7214",1280,TX,2752,12
445631795,12,Seminole,#b6b1ae,"-102.649,32.7163",1344,TX,2752,12
446114924,12,Pearland,#c5bcbb,"-95.4075,29.5592",1408,TX,2752,12
446173569,12,Comanche Trails,#c7c4be,"-102.6502,32.6636",1472,TX,2752,12
446252040,12,Seminole,#b4a798,"-102.6546,32.7277",1536,TX,2752,12
446285460,12,Seminole,#9a8b88,"-102.6498,32.7181",1600,TX,2752,12
446287506,12,Seminole,#beb4ae,"-102.6466,32.7174",1664,TX,2752,12
447071003,12,Duncanville,#bdb296,"-96.9188,32.6557",1728,TX,2752,12
447225832,12,Atascocita,#3a414e,"-95.169,29.9917",1792,TX,2752,12
447524094,12,Atascocita,#c2bfb8,"-95.1865,30.0025",1856,TX,2752,12
448222254,12,Houston,#6c6f4a,"-95.3739,29.7173",1920,TX,2752,12
449443244,12,Southlake,#977059,"-97.1701,32.9428",1984,TX,2752,12
451677605,12,Hurst,#5f6b71,"-97.171,32.8583",2048,TX,2752,12
451804268,12,Plano,#518c6c,"-96.8404,33.0737",2112,TX,2752,12
455320032,12,Austin,#6a7065,"-97.6169,30.1716",2176,TX,2752,12
456378846,12,Richmond,#c0b4a8,"-95.7534,29.5807",2240,TX,2752,12
457235413,12,Rosenberg,#8ba692,"-95.8113,29.5469",2304,TX,2752,12
457542079,12,Eagle Pass,#968b8c,"-100.4883,28.7172",2368,TX,2752,12
457912809,12,Galveston,#937d62,"-94.8473,29.2625",2432,TX,2752,12
459456452,12,Dallas,#d5c3a8,"-96.7613,32.8231",2496,TX,2752,12
459962176,12,Longview,#465f57,"-94.8027,32.5096",2560,TX,2752,12
460384124,12,Leon Valley,#8a836b,"-98.6148,29.4987",2624,TX,2752,12
460416221,12,Seminole,#beb5aa,"-102.6506,32.7208",2688,TX,2752,12
460612646,12,Galveston,#8f775d,"-94.8443,29.2755",2752,TX,2752,12
461503478,12,Everman,#4b6b48,"-97.2878,32.6331",2816,TX,0,12
462679367,12,Longview,#505a49,"-94.7432,32.5098",2816,TX,64,12
463029596,12,Leander,#5b9bbc,"-97.8698,30.5548",2816,TX,128,12
463765349,12,Dallas,#897854,"-96.747,32.7406",2816,TX,192,12
463976585,12,Lubbock,#546864,"-101.8484,33.5806",2816,TX,256,12
464166995,12,Conroe,#66625b,"-95.4709,30.3205",2816,TX,320,12
464181959,12,Lubbock,#c7c4ba,"-101.8832,33.5821",2816,TX,384,12
464457985,12,San Marcos,#546247,"-97.9475,29.8765",2816,TX,448,12
464757242,12,Houston,#374955,"-95.4386,29.7028",2816,TX,512,12
464946118,12,Dallas,#9a866e,"-96.7592,32.7647",2816,TX,576,12
464946120,12,Dallas,#d6c7af,"-96.7405,32.7737",2816,TX,640,12
464946666,12,Dallas,#585348,"-96.7409,32.79",2816,TX,704,12
466395244,12,Azle,#87877f,"-97.5481,32.8938",2816,TX,768,12
467717850,12,Greenville,#afc5e4,"-96.1232,33.0992",2816,TX,832,12
468183419,12,Waco,#5b6c41,"-97.1244,31.5528",2816,TX,896,12
468254232,12,El Paso,#90b6c7,"-106.4245,31.8935",2816,TX,960,12
468406788,12,San Antonio,#cdbeae,"-98.666,29.5414",2816,TX,1024,12
468433075,12,College Station,#716062,"-96.2997,30.5701",2816,TX,1088,12
468485951,12,Austin,#d3d0c7,"-97.7385,30.434",2816,TX,1152,12
468509930,12,Harris County,#c6c0b4,"-95.5059,30.0375",2816,TX,1216,12
468606095,12,El Paso,#9caaaf,"-106.3566,31.7543",2816,TX,1280,12
468606120,12,El Paso,#a199a1,"-106.3476,31.7838",2816,TX,1344,12
468643069,12,Waco,#c2ae99,"-97.1411,31.5595",2816,TX,1408,12
468779098,12,Glen Rose,#6c7072,"-97.7371,32.2467",2816,TX,1472,12
468786658,12,San Antonio,#b2a080,"-98.5251,29.5878",2816,TX,1536,12
468788518,12,Irving,#797f79,"-96.9675,32.9263",2816,TX,1600,12
468790207,12,Mount Vernon,#8c917d,"-95.2243,33.1916",2816,TX,1664,12
468793713,12,Mount Vernon,#dad3c5,"-95.2207,33.1863",2816,TX,1728,12
468814042,12,Glen Rose,#adb4c1,"-97.7676,32.2312",2816,TX,1792,12
468841505,12,Pittsburg,#7f756c,"-94.9666,32.9959",2816,TX,1856,12
468855919,12,Pittsburg,#7b746b,"-94.9704,33.0026",2816,TX,1920,12
468900678,12,Round Rock,#3f545c,"-97.6714,30.537",2816,TX,1984,12
468925849,12,Mount Pleasant,#84827e,"-94.9599,33.1471",2816,TX,2048,12
469101409,12,Pittsburg,#7a7c6f,"-94.9814,32.9963",2816,TX,2112,12
469204415,12,El Paso,#b4adb3,"-106.5276,31.8344",2816,TX,2176,12
469217986,12,Frisco,#8499a4,"-96.7813,33.1791",2816,TX,2240,12
469237861,12,El Paso,#cdc8c8,"-106.3118,31.6955",2816,TX,2304,12
469422411,12,Decatur,#c1bcb1,"-97.5841,33.2634",2816,TX,2368,12
469425059,12,Boyd,#596a5e,"-97.5662,33.0794",2816,TX,2432,12
469563746,12,Decatur,#665751,"-97.5978,33.208",2816,TX,2496,12
469581143,12,Dallas,#917663,"-96.8188,32.7247",2816,TX,2560,12
469588018,12,North Richland Hills,#7a8c6f,"-97.2253,32.8663",2816,TX,2624,12
469608182,12,Lubbock,#bdb197,"-101.9517,33.5179",2816,TX,2688,12
469735470,12,El Paso,#af9b91,"-106.4464,31.8242",2816,TX,2752,12
469772589,12,College Station,#8a7170,"-96.2948,30.562",0,TX,2816,12
469845466,12,Harris County,#b3a79b,"-95.1846,29.5441",64,TX,2816,12
469986183,12,Dallas,#aa977d,"-96.8533,32.7134",128,TX,2816,12
470121643,12,Midland,#9a958e,"-102.1427,31.983",192,TX,2816,12
470288509,12,Midland,#c4c3bb,"-102.1373,31.9655",256,TX,2816,12
470418900,12,Midland,#c4c5c4,"-102.1169,31.9847",320,TX,2816,12
470420142,12,Mount Pleasant,#73849b,"-94.9836,33.1727",384,TX,2816,12
470520651,12,El Paso,#8ab0c3,"-106.2834,31.7723",448,TX,2816,12
470707478,12,Mount Pleasant,#5c7669,"-94.9831,33.1612",512,TX,2816,12
470852152,12,Midland,#babbb7,"-102.1198,32.0301",576,TX,2816,12
470871297,12,Midland,#c6c4bb,"-102.1236,32.0473",640,TX,2816,12
470875323,12,Midland,#c5c9c7,"-102.1098,32.0194",704,TX,2816,12
470893883,12,San Antonio,#73837f,"-98.4965,29.4749",768,TX,2816,12
471120483,12,Midland,#c5c4bd,"-102.1572,32.0306",832,TX,2816,12
471175824,12,Midland,#b4bec3,"-102.1381,31.9755",896,TX,2816,12
471177338,12,Midland,#d2cec8,"-102.127,31.9841",960,TX,2816,12
471185265,12,Midland,#547972,"-102.068,32.023",1024,TX,2816,12
471293340,12,Canyon,#b9af9a,"-101.9098,34.9698",1088,TX,2816,12
471543378,12,Arlington,#8f8588,"-97.2169,32.6874",1152,TX,2816,12
471549832,12,Arlington,#bcafa8,"-97.1756,32.6942",1216,TX,2816,12
471699255,12,Hurst,#465f90,"-97.1618,32.82",1280,TX,2816,12
471799906,12,Azle,#a79b89,"-97.5374,32.8847",1344,TX,2816,12
471906984,12,Windcrest,#707b75,"-98.3785,29.5244",1408,TX,2816,12
471924881,12,Dallas,#938068,"-96.8626,32.9037",1472,TX,2816,12
471961513,12,Mount Pleasant,#ced8e4,"-94.9754,33.1454",1536,TX,2816,12
472260861,12,Laredo,#4479b2,"-99.4822,27.5511",1600,TX,2816,12
472268419,12,Laredo,#ac9077,"-99.4733,27.5426",1664,TX,2816,12
472404310,12,Dallas,#bba285,"-96.6663,32.7173",1728,TX,2816,12
472406179,12,Dallas,#c4af99,"-96.7099,32.7186",1792,TX,2816,12
472807211,12,Dallas,#b19975,"-96.7441,32.8466",1856,TX,2816,12
473080669,12,McKinney,#bab2aa,"-96.6885,33.2428",1920,TX,2816,12
473436578,12,Midland,#b7b7b8,"-102.0571,31.9982",1984,TX,2816,12
473436793,12,Freestone County,#5e5f6a,"-96.057,31.8122",2048,TX,2816,12
473437331,12,Midland,#b8c8ce,"-102.0658,31.9917",2112,TX,2816,12
473680690,12,Killeen,#7d6a51,"-97.737,31.0682",2176,TX,2816,12
473918589,12,Kaufman,#a4a38c,"-96.296,32.5943",2240,TX,2816,12
474200453,12,Marshall,#859596,"-94.3692,32.5394",2304,TX,2816,12
474665158,12,Allen,#ccc8c0,"-96.6321,33.125",2368,TX,2816,12
475140997,12,Rhome,#b1a497,"-97.4691,33.0521",2432,TX,2816,12
475357825,12,Bandera County,#6e717e,"-99.0472,29.7124",2496,TX,2816,12
475705292,12,Killeen,#829aac,"-97.6896,31.1195",2560,TX,2816,12
476800310,12,Killeen,#ac9f88,"-97.6772,31.1261",2624,TX,2816,12
476809679,12,Killeen,#6e7879,"-97.6962,31.1032",2688,TX,2816,12
476818362,12,Killeen,#d1bfa9,"-97.7087,31.1036",2752,TX,2816,12
476818377,12,Killeen,#897865,"-97.7073,31.0924",2816,TX,2816,12
476830959,12,Killeen,#d2c0a8,"-97.7699,31.1006",2880,TX,0,12
476830963,12,Killeen,#d0bda5,"-97.797,31.0938",2880,TX,64,12
476833092,12,Killeen,#bdb2a5,"-97.6932,31.063",2880,TX,128,12
476997485,12,Katy,#7b8e87,"-95.8328,29.773",2880,TX,192,12
477519365,12,Fort Worth,#9a8162,"-97.3567,32.6279",2880,TX,256,12
479381012,12,Terrell,#997e78,"-96.2949,32.7416",2880,TX,320,12
479425182,12,Carrollton,#7a887e,"-96.8736,33.0292",2880,TX,384,12
479536484,12,Little Elm,#a58b75,"-96.9015,33.1713",2880,TX,448,12
479610974,12,Plano,#7b7973,"-96.728,33.022",2880,TX,512,12
479740873,12,Plano,#cec5bb,"-96.6586,33.0336",2880,TX,576,12
479789229,12,Plano,#c5c5bb,"-96.7379,33.0128",2880,TX,640,12
479792136,12,Plano,#697171,"-96.7257,33.0129",2880,TX,704,12
479800575,12,El Paso,#d5bebf,"-106.5331,31.83",2880,TX,768,12
479802555,12,El Paso,#d2cdca,"-106.485,31.7677",2880,TX,832,12
479804887,12,Rowlett,#d3cdc5,"-96.5395,32.9523",2880,TX,896,12
479830022,12,Fort Worth,#b79d83,"-97.3538,32.656",2880,TX,960,12
480962354,12,Highland Village,#606c63,"-97.0484,33.0786",2880,TX,1024,12
481716619,12,El Paso,#bca697,"-106.5015,31.7639",2880,TX,1088,12
481717187,12,El Paso,#bfbdbd,"-106.4536,31.78",2880,TX,1152,12
483274670,12,Austin,#818e89,"-97.6979,30.3035",2880,TX,1216,12
483821955,12,Midland,#b4a89d,"-102.1688,31.9513",2880,TX,1280,12
483861305,12,Rattan Creek,#708d7f,"-97.7564,30.4485",2880,TX,1344,12
484815895,12,Plano,#293a52,"-96.6798,33.0035",2880,TX,1408,12
485166452,12,Richardson,#d0cec6,"-96.7649,32.9483",2880,TX,1472,12
485354368,12,Collinsville,#9f958b,"-96.9017,33.5596",2880,TX,1536,12
485956290,12,Corpus Christi,#7e7656,"-97.2859,27.6634",2880,TX,1600,12
486146895,12,Plano,#a3a28f,"-96.7613,33.0611",2880,TX,1664,12
486222741,12,San Antonio,#76869d,"-98.5777,29.5226",2880,TX,1728,12
486223864,12,San Antonio,#858582,"-98.5733,29.5257",2880,TX,1792,12
486678729,12,Crockett,#6d7c70,"-95.4653,31.3077",2880,TX,1856,12
486924978,12,Smith County,#959c93,"-95.583,32.5614",2880,TX,1920,12
487081287,12,Austin,#868168,"-97.8667,30.2251",2880,TX,1984,12
487081739,12,Smith County,#36413c,"-95.4471,32.5744",2880,TX,2048,12
487107583,12,Hegar,#565e54,"-95.8268,30.1145",2880,TX,2112,12
487143966,12,Waller County,#42523b,"-95.877,30.154",2880,TX,2176,12
487164551,12,Waller,#b1a793,"-95.9329,30.0528",2880,TX,2240,12
487453902,12,Austin,#92a197,"-97.6578,30.4325",2880,TX,2304,12
488299949,12,Arlington,#3a90b1,"-97.0783,32.7141",2880,TX,2368,12
488353289,12,Hegar,#324140,"-95.8267,30.1158",2880,TX,2432,12
488793190,12,Holly Lake Ranch,#4d5545,"-95.1967,32.7137",2880,TX,2496,12
488942785,12,Fresno,#a5a5a7,"-95.455,29.5196",2880,TX,2560,12
489688616,12,Frisco,#bbcad5,"-96.7877,33.1336",2880,TX,2624,12
489852440,12,Schertz,#92a897,"-98.2286,29.6162",2880,TX,2688,12
490558593,12,Dallas,#c0ad91,"-96.8484,32.7217",2880,TX,2752,12
490981616,12,Brownsville,#4a415c,"-97.5244,26.0035",2880,TX,2816,12
491448961,12,Floresville,#617779,"-98.1557,29.1348",0,TX,2880,12
491836111,12,Fort Worth,#a4978d,"-97.4341,32.656",64,TX,2880,12
492422123,12,The Colony,#d4bcab,"-96.8582,33.0985",128,TX,2880,12
492628655,12,The Colony,#606367,"-96.8866,33.0791",192,TX,2880,12
492655973,12,Cedar Hill,#ada286,"-96.9278,32.5941",256,TX,2880,12
495022320,12,Jourdanton,#a39c9f,"-98.5481,28.924",320,TX,2880,12
495468153,12,Laredo,#decbb2,"-99.438,27.4878",384,TX,2880,12
495924708,12,Garland,#c5cac7,"-96.6618,32.9383",448,TX,2880,12
496182525,12,College Station,#b7ae98,"-96.3435,30.6065",512,TX,2880,12
496808606,12,College Station,#2c2c32,"-96.3263,30.6382",576,TX,2880,12
496958614,12,Katy,#888a86,"-95.8108,29.8027",640,TX,2880,12
496981079,12,Irving,#6b8570,"-96.9214,32.8245",704,TX,2880,12
497094143,12,Cinco Ranch,#394759,"-95.8012,29.7269",768,TX,2880,12
497957070,12,College Station,#976665,"-96.2816,30.601",832,TX,2880,12
498161511,12,Bryan,#429797,"-96.3342,30.6814",896,TX,2880,12
498387794,12,Harlingen,#c8c6b5,"-97.6911,26.2207",960,TX,2880,12
498395670,12,Harlingen,#abb7b9,"-97.691,26.218",1024,TX,2880,12
499959538,12,Uvalde,#ccc6b9,"-99.7798,29.2105",1088,TX,2880,12
499996808,12,Robert Lee,#b3aba0,"-100.4848,31.9021",1152,TX,2880,12
500206349,12,Uvalde,#b9afb5,"-99.8,29.2027",1216,TX,2880,12
500773518,12,Sachse,#c9c9c0,"-96.569,32.9855",1280,TX,2880,12
500777877,12,Sachse,#153866,"-96.5871,32.9899",1344,TX,2880,12
500796072,12,Wylie,#b7b39f,"-96.5696,33.0019",1408,TX,2880,12
500800864,12,Murphy,#c3c2ba,"-96.6001,33.0258",1472,TX,2880,12
500982890,12,Wylie,#d4d0c7,"-96.5933,33.031",1536,TX,2880,12
501096571,12,Cleburne,#c9beaf,"-97.4277,32.3349",1600,TX,2880,12
501729915,12,Waco,#567453,"-97.1623,31.5118",1664,TX,2880,12
502439691,12,Harlingen,#5f8055,"-97.6777,26.206",1728,TX,2880,12
503250825,12,Hufsmith,#648590,"-95.5959,30.1177",1792,TX,2880,12
504484658,12,Arlington,#aea39e,"-97.1045,32.6544",1856,TX,2880,12
505301599,12,Childress,#b1b6a8,"-100.2149,34.417",1920,TX,2880,12
505647917,12,Fort Bend County,#45545e,"-95.7637,29.5003",1984,TX,2880,12
507408153,12,Liberty Hill,#65667a,"-97.9338,30.6799",2048,TX,2880,12
509099828,12,Harlingen,#6c8066,"-97.6885,26.2171",2112,TX,2880,12
510253486,12,Mineola,#68685c,"-95.4908,32.6623",2176,TX,2880,12
511087449,12,Houston,#d0c1b2,"-95.5225,29.988",2240,TX,2880,12
511770764,12,Plano,#a5a4a3,"-96.7842,33.0613",2304,TX,2880,12
514010767,12,Allen,#374354,"-96.6313,33.0934",2368,TX,2880,12
516243377,12,Fort Worth,#c8c3ba,"-97.3232,33.0384",2432,TX,2880,12
516502999,12,San Marcos,#5c6f66,"-97.9685,29.8981",2496,TX,2880,12
516513928,12,Harlingen,#c9c5ad,"-97.6876,26.2017",2560,TX,2880,12
516714140,12,Abilene,#c2b49e,"-99.7931,32.4348",2624,TX,2880,12
517107114,12,Haltom City,#c6ae93,"-97.2612,32.841",2688,TX,2880,12
517459813,12,Fort Worth,#807058,"-97.3326,32.8575",2752,TX,2880,12
517724246,12,Fairview,#7a9a94,"-96.6421,33.1361",2816,TX,2880,12
517781294,12,Denton,#c5b6a0,"-97.1593,33.2009",2880,TX,2880,12
518093113,12,Allen,#7f887d,"-96.7104,33.1028",2944,TX,0,12
518150886,12,Denton,#bba999,"-97.1534,33.2124",2944,TX,64,12
519457535,12,Port O'Connor,#cac6b9,"-96.4275,28.4348",2944,TX,128,12
519827255,12,League City,#878780,"-95.053,29.4891",2944,TX,192,12
520041178,12,Bay City,#8d9dac,"-95.9584,29.0229",2944,TX,256,12
520408559,12,College Station,#b19d8a,"-96.3414,30.6257",2944,TX,320,12
520667307,12,Crosby,#d4d3d2,"-95.0656,29.9216",2944,TX,384,12
520702632,12,Victoria,#9e9c97,"-96.9867,28.8725",2944,TX,448,12
523040037,12,Hurst,#b9b5ae,"-97.1935,32.8182",2944,TX,512,12
523040044,12,Hurst,#bfa793,"-97.1941,32.8195",2944,TX,576,12
523857387,12,Robstown,#d9d8cf,"-97.6696,27.7967",2944,TX,640,12
525228256,12,El Cenizo,#c2c6c9,"-99.5104,27.3304",2944,TX,704,12
525417603,12,Irving,#97a29f,"-96.9298,32.8981",2944,TX,768,12
526629084,12,Caddo Mills,#909184,"-96.2282,33.0751",2944,TX,832,12
526629086,12,Caddo Mills,#75756b,"-96.2276,33.076",2944,TX,896,12
527141175,12,Houston,#837456,"-95.4393,29.6092",2944,TX,960,12
527410192,12,Corpus Christi,#75744f,"-97.3863,27.6571",2944,TX,1024,12
527663340,12,Celina,#c4b7aa,"-96.7849,33.3239",2944,TX,1088,12
531275372,12,Allen,#3e5860,"-96.6762,33.0931",2944,TX,1152,12
531562939,12,Houston,#8b8d8d,"-95.4847,29.6654",2944,TX,1216,12
531585316,12,McKinney,#797e77,"-96.5989,33.2501",2944,TX,1280,12
531748863,12,McKinney,#dfc7be,"-96.6478,33.203",2944,TX,1344,12
532359622,12,Bryan,#405549,"-96.3645,30.6438",2944,TX,1408,12
532939931,12,Houston,#47576c,"-95.4866,29.6163",2944,TX,1472,12
533160087,12,Houston,#7e7576,"-95.4487,29.6019",2944,TX,1536,12
533425812,12,El Paso,#b46c72,"-106.2969,31.764",2944,TX,1600,12
533577826,12,El Paso,#a5adb6,"-106.256,31.7944",2944,TX,1664,12
533582558,12,El Paso,#50506c,"-106.2608,31.786",2944,TX,1728,12
533582574,12,El Paso,#635c77,"-106.2617,31.784",2944,TX,1792,12
533661825,12,San Antonio,#a08f78,"-98.697,29.5453",2944,TX,1856,12
533927085,12,Peaster,#898c88,"-97.8586,32.8672",2944,TX,1920,12
534181045,12,Wildhorse,#d9cfc2,"-98.7006,29.533",2944,TX,1984,12
537037801,12,Midland,#7e8d90,"-102.1547,31.9821",2944,TX,2048,12
537044855,12,Houston,#7d9f8e,"-95.3191,29.7465",2944,TX,2112,12
537053094,12,Houston,#8a5b4e,"-95.3257,29.742",2944,TX,2176,12
537317663,12,El Paso,#c4bcbe,"-106.4603,31.7715",2944,TX,2240,12
537317671,12,El Paso,#adaab1,"-106.4703,31.782",2944,TX,2304,12
537450224,12,Allen,#314758,"-96.703,33.1026",2944,TX,2368,12
537856395,12,Allen,#8b8e8d,"-96.6668,33.1028",2944,TX,2432,12
538617096,12,El Paso,#736f79,"-106.4485,31.83",2944,TX,2496,12
538859658,12,Sutherland Springs,#a19a95,"-98.0587,29.2737",2944,TX,2560,12
540429439,12,Houston,#5e7c40,"-95.4346,29.7418",2944,TX,2624,12
540430606,12,West University Place,#414a48,"-95.4252,29.7225",2944,TX,2688,12
540501452,12,Midland,#bdc3c6,"-102.1278,32.018",2944,TX,2752,12
541756904,12,El Paso,#c6bfbb,"-106.4279,31.8653",2944,TX,2816,12
541763014,12,El Paso,#bdb8b6,"-106.4319,31.8755",2944,TX,2880,12
541774888,12,El Paso,#a69d9e,"-106.4373,31.8847",0,TX,2944,12
542444873,12,Rowlett,#667487,"-96.5292,32.887",64,TX,2944,12
542814127,12,Houston,#757264,"-95.4058,29.7224",128,TX,2944,12
543627395,12,Austin,#30405c,"-97.7386,30.4043",192,TX,2944,12
544064491,12,Austin,#6da4a3,"-97.6427,30.3902",256,TX,2944,12
544243327,12,Midland,#55756f,"-102.0616,32.0191",320,TX,2944,12
544394593,12,San Antonio,#c7b3a1,"-98.6222,29.5867",384,TX,2944,12
544436242,12,China,#3a4e4c,"-94.3366,30.0544",448,TX,2944,12
544449715,12,Temple,#79714e,"-97.3626,31.0504",512,TX,2944,12
544490735,12,Seminole,#aa8e85,"-102.6466,32.7105",576,TX,2944,12
544631906,12,Garland,#c8c6be,"-96.6344,32.9338",640,TX,2944,12
544653002,12,Garland,#bbbab2,"-96.6213,32.9207",704,TX,2944,12
544675548,12,Houston,#3b3b48,"-95.3885,29.7",768,TX,2944,12
544787948,12,Dallas,#aaa3a8,"-96.7847,33.0004",832,TX,2944,12
544787957,12,Dallas,#939290,"-96.7874,32.9953",896,TX,2944,12
544787965,12,Dallas,#7a8a7d,"-96.8021,33.0042",960,TX,2944,12
544826713,12,Austin,#6b8f85,"-97.769,30.4887",1024,TX,2944,12
544848324,12,Titus County,#b1b6af,"-94.8803,33.1033",1088,TX,2944,12
